window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,prior_off_po,prior_total_po,rapm_mm_off_po,rapm_mm_total_po,prior_def_po,rapm_mm_def_po,rating_off_po,rating_def_po,rating_total_po,rating_off_raw,rating_def_raw,rating_off_po_raw,rating_def_po_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1630526,Jeremiah Robinson-Earl,4007.0,4042.0,0.179,-1.366,-0.0,-1.366,0.746,-0.119,0.627,-0.056,-2.131,-2.187,-0.056,-2.131,-2.187,-1.422,-2.131,-3.553,-1.258,-1.992,-3.25,-1.686,-1.686,-1.742,-3.873,-0.0,-2.131,-1.52,-1.992,-3.512,-1.422,-2.131,-1.742,-2.131,jeremiah robinson earl,Jeremiah Robinson-Earl,Dallas Mavericks,-1.8,-1.9,-3.6,-1.299,-1.315,0.015,445.0,444.0,-1.0,-0.528,-0.7,0.172,325.0,364.5,39.5,-1.725,-1.77,0.045,467.0,467.0,0.0,3.442,1934.0,3.146,0.223,6.05,2.308,1.471,big,1000-2000
2024-2026,2025.0,1641765,Olivier-Maxence Prosper,4020.0,4045.0,0.18,-0.18,-0.0,-0.18,0.485,-0.303,0.182,-0.707,-0.504,-1.211,-0.707,-0.504,-1.211,-0.887,-0.504,-1.391,-0.802,-0.506,-1.309,-0.852,-0.852,-1.559,-2.063,-0.0,-0.504,-1.373,-0.506,-1.879,-0.887,-0.504,-1.559,-0.504,olivier maxence prosper,Olivier-Maxence Prosper,Memphis Grizzlies,-0.9,-0.7,-1.6,-0.491,-0.494,0.002,317.0,309.5,-7.5,-0.274,-0.24,-0.034,261.0,264.5,3.5,-0.546,-0.671,0.125,328.0,358.0,30.0,2.648,1899.0,2.427,0.436,5.005,2.142,1.611,big,1000-2000
2024-2026,2025.0,1631104,Blake Wesley,4038.0,4056.0,0.18,-2.802,-0.0,-2.802,0.161,-0.314,-0.154,-0.2,-0.699,-0.899,-0.2,-0.699,-0.899,-3.002,-0.699,-3.701,-2.461,-0.696,-3.157,-3.634,-3.634,-3.835,-4.534,-0.0,-0.699,-3.11,-0.696,-3.806,-3.002,-0.699,-3.835,-0.699,blake wesley,Blake Wesley,Portland Trail Blazers,-3.2,-0.4,-3.5,-1.261,-1.274,0.013,439.0,440.5,1.5,-1.197,-1.416,0.219,438.0,456.0,18.0,-0.696,-0.397,-0.3,352.0,298.5,-53.5,-1.465,1924.0,0.805,0.374,2.825,6.399,0.73,guard,1000-2000
2024-2026,2025.0,1641748,Andre Jackson Jr.,4044.0,4031.0,0.181,-3.679,-0.0,-3.679,0.79,0.073,0.863,0.003,0.618,0.621,0.003,0.618,0.621,-3.676,0.618,-3.059,-2.981,0.661,-2.32,-3.582,-3.582,-3.579,-2.961,-0.0,0.618,-2.902,0.661,-2.241,-3.676,0.618,-3.579,0.618,andre jackson,Andre Jackson Jr.,Milwaukee Bucks,-2.7,-0.1,-2.9,-0.912,-1.027,0.115,395.0,408.0,13.0,-1.486,-1.16,-0.326,463.0,433.5,-29.5,0.381,-0.122,0.503,154.0,243.0,89.0,2.102,1959.0,2.444,0.441,4.3,3.234,1.139,big,1000-2000
2024-2026,2025.0,1628998,Cody Martin,4059.0,4074.0,0.181,-2.824,-0.0,-2.824,0.177,0.056,0.233,-0.097,0.359,0.262,-0.097,0.359,0.262,-2.922,0.359,-2.563,-2.403,0.38,-2.023,-3.199,-3.199,-3.296,-2.937,-0.0,0.359,-2.673,0.38,-2.293,-2.922,0.359,-3.296,0.359,cody martin,Cody Martin,Indiana Pacers,-2.9,0.6,-2.3,-0.789,-0.781,-0.008,374.0,378.0,4.0,-1.165,-1.262,0.097,433.0,443.0,10.0,0.157,0.519,-0.361,192.0,142.0,-50.0,1.339,1982.0,1.326,0.945,4.977,3.832,1.271,wing,1000-2000
2024-2026,2025.0,1630538,Bones Hyland,4059.0,4055.0,0.181,0.767,-0.0,0.767,-0.777,0.098,-0.679,-0.616,0.171,-0.445,-0.616,0.171,-0.445,0.151,0.171,0.322,0.143,0.179,0.322,1.101,1.101,0.486,0.657,-0.0,0.171,0.467,0.179,0.646,0.151,0.171,0.486,0.171,bones hyland,Bones Hyland,Minnesota Timberwolves,0.5,0.4,0.9,0.187,0.533,-0.346,175.0,128.5,-46.5,0.252,0.476,-0.224,154.0,119.5,-34.5,-0.002,0.336,-0.338,225.0,166.5,-58.5,-2.264,1957.0,0.607,0.46,3.201,5.758,3.532,guard,1000-2000
2024-2026,2025.0,1642875,Maxime Raynaud,4071.0,4071.0,0.182,-1.152,-0.0,-1.152,-1.025,-0.378,-1.403,-0.28,-1.622,-1.902,-0.28,-1.622,-1.902,-1.432,-1.622,-3.054,-1.266,-1.527,-2.793,-1.526,-1.526,-1.806,-3.428,-0.0,-1.622,-1.571,-1.527,-3.098,-1.432,-1.622,-1.806,-1.622,maxime raynaud,Maxime Raynaud,Sacramento Kings,-1.1,-1.7,-2.7,-1.109,-0.945,-0.164,421.0,395.0,-26.0,-0.532,-0.342,-0.19,327.0,287.0,-40.0,-1.356,-1.587,0.231,450.0,454.0,4.0,4.493,1968.0,2.598,0.713,7.573,1.829,0.439,big,1000-2000
2024-2026,2025.0,1642285,Cam Spencer,4083.0,4070.0,0.182,2.226,-0.0,2.226,-0.903,0.03,-0.872,-0.246,-1.213,-1.459,-0.246,-1.213,-1.459,1.98,-1.213,0.767,2.0,-1.167,0.832,3.128,3.128,2.882,1.669,-0.0,-1.213,2.96,-1.167,1.792,1.98,-1.213,2.882,-1.213,cam spencer,Cam Spencer,Memphis Grizzlies,1.0,-0.7,0.3,0.4,0.287,0.113,147.0,166.5,19.5,1.284,0.732,0.553,43.0,92.5,49.5,-1.071,-0.671,-0.399,413.0,358.0,-55.0,-3.123,1968.0,0.951,0.22,2.945,7.939,3.018,guard,1000-2000
2024-2026,2025.0,1628467,Maxi Kleber,4090.0,4085.0,0.182,-4.084,-0.0,-4.084,0.641,0.464,1.105,0.692,0.316,1.008,0.692,0.316,1.008,-3.393,0.316,-3.077,-2.751,0.334,-2.417,-4.101,-4.101,-3.409,-3.093,-0.0,0.316,-2.765,0.334,-2.431,-3.393,0.316,-3.409,0.316,maxi kleber,Maxi Kleber,Los Angeles Lakers,-3.3,-0.5,-3.9,-0.953,-1.438,0.485,404.0,456.0,52.0,-1.359,-1.467,0.108,458.0,458.5,0.5,0.121,-0.488,0.609,202.0,318.5,116.5,2.359,1967.0,1.665,1.062,4.228,2.526,0.933,big,1000-2000
2024-2026,2025.0,1642261,Dalton Knecht,4124.0,4127.0,0.183,-0.491,-0.0,-0.491,0.235,-0.172,0.063,0.15,-1.945,-1.795,0.15,-1.945,-1.795,-0.341,-1.945,-2.286,-0.316,-1.818,-2.134,-0.766,-0.766,-0.615,-2.56,-0.0,-1.945,-0.564,-1.818,-2.382,-0.341,-1.945,-0.615,-1.945,dalton knecht,Dalton Knecht,Los Angeles Lakers,-1.8,-1.6,-3.4,-0.835,-1.232,0.398,382.0,436.5,54.5,-0.004,-0.7,0.696,214.0,364.5,150.5,-1.587,-1.495,-0.092,461.0,450.5,-10.5,0.565,2044.0,0.898,0.335,4.227,1.532,2.924,wing,2000-3000
2024-2026,2025.0,1630256,Jae'Sean Tate,4178.0,4175.0,0.185,-2.916,-0.0,-2.916,0.823,-0.128,0.695,0.42,0.689,1.109,0.42,0.689,1.109,-2.496,0.689,-1.807,-2.097,0.74,-1.356,-3.26,-3.26,-2.84,-2.151,-0.0,0.689,-2.345,0.74,-1.604,-2.496,0.689,-2.84,0.689,jaesean tate,Jae'Sean Tate,Houston Rockets,-2.0,0.2,-1.8,-0.511,-0.576,0.064,321.0,332.0,11.0,-0.994,-0.802,-0.192,416.0,389.5,-26.5,0.444,0.153,0.291,142.0,191.5,49.5,2.74,2027.0,2.557,0.444,4.316,2.415,0.87,big,2000-3000
2024-2026,2025.0,1631213,Tyrese Martin,4179.0,4217.0,0.185,-1.005,-0.0,-1.005,-0.462,0.067,-0.395,-0.618,-0.089,-0.706,-0.618,-0.089,-0.706,-1.623,-0.089,-1.712,-1.425,-0.091,-1.517,-1.227,-1.227,-1.845,-1.934,-0.0,-0.089,-1.602,-0.091,-1.694,-1.623,-0.089,-1.845,-0.089,tyrese martin,Tyrese Martin,Philadelphia 76ers,-1.9,-0.4,-2.3,-0.578,-0.781,0.203,336.0,378.0,42.0,-0.621,-0.751,0.13,353.0,379.5,26.5,-0.217,-0.397,0.18,265.0,298.5,33.5,0.329,2087.0,1.587,0.259,4.192,3.45,2.622,wing,2000-3000
2024-2026,2025.0,1629726,Garrison Mathews,4233.0,4259.0,0.187,-1.107,-0.0,-1.107,-0.429,0.462,0.034,-0.207,0.123,-0.085,-0.207,0.123,-0.085,-1.315,0.123,-1.192,-1.168,0.128,-1.04,-0.645,-0.645,-0.853,-0.73,-0.0,0.123,-0.773,0.128,-0.644,-1.315,0.123,-0.853,0.123,garrison mathews,Garrison Mathews,Indiana Pacers,-1.3,-0.5,-1.8,-0.38,-0.576,0.196,288.0,332.0,44.0,-0.478,-0.444,-0.034,312.0,308.5,-3.5,-0.042,-0.488,0.446,236.0,318.5,82.5,-0.376,2018.0,0.571,0.464,2.926,1.909,3.336,guard,2000-3000
2024-2026,2025.0,1642846,Ace Bailey,4237.0,4222.0,0.188,-1.244,-0.0,-1.244,0.358,0.143,0.501,-0.211,-1.039,-1.25,-0.211,-1.039,-1.25,-1.455,-1.039,-2.494,-1.285,-1.013,-2.299,-1.116,-1.116,-1.327,-2.366,-0.0,-1.039,-1.178,-1.013,-2.192,-1.455,-1.039,-1.327,-1.039,ace bailey,Ace Bailey,Utah Jazz,-0.3,-1.1,-1.5,-0.904,-0.452,-0.451,393.0,299.0,-94.0,-0.543,0.067,-0.61,333.0,186.5,-146.5,-0.948,-1.038,0.089,394.0,405.0,11.0,1.671,1984.0,1.887,0.889,3.593,2.377,2.486,wing,1000-2000
2024-2026,2025.0,1642852,Derik Queen,4274.0,4278.0,0.189,-1.619,-0.0,-1.619,0.136,0.456,0.592,0.165,-1.488,-1.323,0.165,-1.488,-1.323,-1.454,-1.488,-2.942,-1.285,-1.409,-2.694,-1.491,-1.491,-1.326,-2.815,-0.0,-1.488,-1.178,-1.409,-2.587,-1.454,-1.488,-1.326,-1.488,derik queen,Derik Queen,New Orleans Pelicans,-0.9,-1.1,-2.0,-1.068,-0.658,-0.41,415.0,348.0,-67.0,-0.543,-0.24,-0.303,332.0,264.5,-67.5,-1.262,-1.038,-0.225,437.0,405.0,-32.0,3.241,2028.0,2.414,1.314,7.74,5.29,0.408,big,2000-3000
2024-2026,2025.0,1641707,Taylor Hendricks,4282.0,4289.0,0.189,-1.394,-0.0,-1.394,0.149,-0.258,-0.109,-0.31,0.108,-0.202,-0.31,0.108,-0.202,-1.703,0.108,-1.596,-1.489,0.113,-1.377,-1.152,-1.152,-1.462,-1.354,-0.0,0.108,-1.291,0.113,-1.179,-1.703,0.108,-1.462,0.108,taylor hendricks,Taylor Hendricks,Memphis Grizzlies,-1.6,-0.4,-1.9,-0.52,-0.617,0.097,327.0,341.5,14.5,-0.657,-0.598,-0.059,360.0,341.5,-18.5,-0.054,-0.397,0.342,239.0,298.5,59.5,3.144,2054.0,2.033,1.122,5.346,1.56,2.086,big,2000-3000
2024-2026,2025.0,1642349,Ajay Mitchell,4300.0,4294.0,0.19,-0.22,-0.0,-0.22,-0.136,-0.156,-0.292,0.027,2.919,2.946,0.027,2.919,2.946,-0.193,2.919,2.725,-0.179,3.378,3.198,-0.569,-0.569,-0.541,2.377,-0.0,2.919,-0.497,3.378,2.881,-0.193,2.919,-0.541,2.919,ajay mitchell,Ajay Mitchell,Oklahoma City Thunder,0.8,2.3,3.0,1.384,1.395,-0.011,42.0,40.0,-2.0,0.072,0.629,-0.557,195.0,102.0,-93.0,2.537,2.075,0.461,9.0,14.0,5.0,-0.497,2070.0,1.009,0.383,3.478,4.696,1.461,guard,2000-3000
2024-2026,2025.0,1641715,Cam Whitmore,4335.0,4346.0,0.191,0.406,-0.0,0.406,-0.381,-0.58,-0.961,-0.056,-0.567,-0.624,-0.056,-0.567,-0.624,0.35,-0.567,-0.218,0.335,-0.568,-0.233,-0.058,-0.058,-0.115,-0.682,-0.0,-0.567,-0.106,-0.568,-0.674,0.35,-0.567,-0.115,-0.567,cam whitmore,Cam Whitmore,Washington Wizards,-0.9,-0.9,-1.8,-0.044,-0.576,0.532,219.0,332.0,113.0,0.359,-0.24,0.598,139.0,264.5,125.5,-0.595,-0.854,0.26,336.0,385.5,49.5,1.945,2064.0,1.727,0.663,5.058,1.692,2.791,wing,2000-3000
2024-2026,2025.0,203486,Mason Plumlee,4389.0,4399.0,0.193,-1.898,-0.0,-1.898,0.341,0.12,0.461,0.657,-0.179,0.478,0.657,-0.179,0.478,-1.241,-0.179,-1.42,-1.107,-0.183,-1.29,-2.132,-2.132,-1.475,-1.654,-0.0,-0.179,-1.302,-0.183,-1.485,-1.241,-0.179,-1.475,-0.179,mason plumlee,Mason Plumlee,San Antonio Spurs,-2.3,-1.1,-3.4,-0.483,-1.232,0.749,313.0,436.5,123.5,-0.444,-0.956,0.512,305.0,411.5,106.5,-0.289,-1.038,0.749,279.0,405.0,126.0,5.324,2145.0,3.239,1.074,9.214,3.508,0.0,big,2000-3000
2024-2026,2025.0,1628418,Thomas Bryant,4401.0,4428.0,0.193,1.141,-0.0,1.141,0.242,-0.37,-0.129,-0.371,-0.347,-0.718,-0.371,-0.347,-0.718,0.77,-0.347,0.423,0.747,-0.353,0.394,1.336,1.336,0.966,0.618,-0.0,-0.347,0.944,-0.353,0.591,0.77,-0.347,0.966,-0.347,thomas bryant,Thomas Bryant,Cleveland Cavaliers,-0.6,-0.7,-1.2,0.217,-0.329,0.547,172.0,280.0,108.0,0.588,-0.086,0.674,107.0,221.5,114.5,-0.424,-0.671,0.247,296.0,358.0,62.0,4.969,2140.0,3.062,1.396,6.981,1.834,1.665,big,2000-3000
2024-2026,2025.0,1626204,Larry Nance Jr.,4401.0,4424.0,0.193,-0.974,-0.0,-0.974,0.371,-0.228,0.143,-0.396,0.706,0.31,-0.396,0.706,0.31,-1.37,0.706,-0.664,-1.215,0.758,-0.456,-0.717,-0.717,-1.113,-0.407,-0.0,0.706,-0.999,0.758,-0.241,-1.37,0.706,-1.113,0.706,larry nance,Larry Nance Jr.,Cleveland Cavaliers,-2.6,-0.2,-2.8,-0.137,-0.986,0.85,241.0,401.5,160.5,-0.504,-1.109,0.605,315.0,428.5,113.5,0.458,-0.214,0.672,141.0,264.0,123.0,2.805,2128.0,2.47,0.643,6.039,3.13,1.387,big,2000-3000
2024-2026,2025.0,1629011,Mitchell Robinson,4411.0,4443.0,0.194,0.988,-0.0,0.988,0.386,-0.448,-0.063,0.109,0.689,0.799,0.109,0.689,0.799,1.098,0.689,1.787,1.077,0.74,1.817,2.004,2.004,2.113,2.803,-0.0,0.689,2.142,0.74,2.882,1.098,0.689,2.113,0.689,mitchell robinson,Mitchell Robinson,New York Knicks,1.2,1.5,2.7,0.809,1.272,-0.462,84.0,47.5,-36.5,0.771,0.834,-0.063,82.0,82.0,0.0,0.443,1.343,-0.899,143.0,45.5,-97.5,10.652,2232.0,7.194,1.984,7.145,1.339,0.0,big,2000-3000
2024-2026,2025.0,1642348,Justin Edwards,4426.0,4424.0,0.194,-1.316,-0.0,-1.316,-0.16,0.003,-0.156,0.328,-1.576,-1.248,0.328,-1.576,-1.248,-0.988,-1.576,-2.564,-0.89,-1.487,-2.377,-1.311,-1.311,-0.983,-2.56,-0.0,-1.576,-0.886,-1.487,-2.373,-0.988,-1.576,-0.983,-1.576,justin edwards,Justin Edwards,Philadelphia 76ers,-0.7,-1.4,-2.1,-0.936,-0.699,-0.237,400.0,359.0,-41.0,-0.323,-0.138,-0.186,276.0,236.5,-39.5,-1.324,-1.312,-0.012,447.0,441.0,-6.0,0.358,2124.0,1.22,0.458,2.881,2.525,2.305,wing,2000-3000
2024-2026,2025.0,1641737,Adem Bona,4440.0,4421.0,0.195,-2.176,-0.0,-2.176,-0.138,-0.366,-0.505,0.163,0.674,0.837,0.163,0.674,0.837,-2.013,0.674,-1.339,-1.736,0.723,-1.013,-0.953,-0.953,-0.79,-0.116,-0.0,0.674,-0.718,0.723,0.005,-2.013,0.674,-0.79,0.674,adem bona,Adem Bona,Philadelphia 76ers,-1.6,-0.1,-1.7,-0.368,-0.535,0.166,284.0,320.5,36.5,-0.794,-0.598,-0.196,384.0,341.5,-42.5,0.43,-0.122,0.552,144.0,243.0,99.0,7.39,2145.0,3.692,2.534,5.572,0.99,0.034,big,2000-3000
2024-2026,2025.0,1630314,Brandon Williams,4444.0,4423.0,0.195,0.366,-0.0,0.366,0.179,-0.14,0.038,-0.324,-1.156,-1.48,-0.324,-1.156,-1.48,0.042,-1.156,-1.114,0.041,-1.118,-1.077,-0.71,-0.71,-1.035,-2.19,-0.0,-1.156,-0.931,-1.118,-2.049,0.042,-1.156,-1.035,-1.156,brandon williams,Brandon Williams,Dallas Mavericks,0.0,-0.8,-0.8,-0.395,-0.165,-0.23,293.0,244.0,-49.0,0.195,0.22,-0.026,166.0,163.5,-2.5,-1.031,-0.763,-0.268,407.0,372.5,-34.5,-1.097,2065.0,0.802,0.453,3.766,6.084,1.098,guard,2000-3000
2024-2026,2025.0,1642847,Jeremiah Fears,4445.0,4454.0,0.195,-1.209,-0.0,-1.209,0.363,0.043,0.407,0.104,-1.128,-1.024,0.104,-1.128,-1.024,-1.106,-1.128,-2.233,-0.993,-1.093,-2.085,-1.644,-1.644,-1.54,-2.667,-0.0,-1.128,-1.357,-1.093,-2.45,-1.106,-1.128,-1.54,-1.128,jeremiah fears,Jeremiah Fears,New Orleans Pelicans,0.3,-0.9,-0.5,-0.815,-0.042,-0.773,379.0,222.0,-157.0,-0.38,0.374,-0.754,290.0,138.0,-152.0,-1.011,-0.854,-0.157,401.0,385.5,-15.5,-0.305,2110.0,1.024,0.512,4.095,4.76,1.723,guard,2000-3000
2024-2026,2025.0,1641712,Rayan Rupert,4521.0,4508.0,0.198,-3.926,-0.0,-3.926,0.136,-0.07,0.066,-0.458,-1.538,-1.996,-0.458,-1.538,-1.996,-4.384,-1.538,-5.921,-3.555,-1.453,-5.008,-4.329,-4.329,-4.787,-6.325,-0.0,-1.538,-3.882,-1.453,-5.335,-4.384,-1.538,-4.787,-1.538,rayan rupert,Rayan Rupert,Memphis Grizzlies,-4.2,-1.1,-5.3,-2.031,-2.012,-0.018,474.0,474.0,0.0,-1.806,-1.927,0.121,474.0,473.5,-0.5,-1.297,-1.038,-0.259,443.0,405.0,-38.0,1.278,2166.0,1.629,0.266,4.188,2.576,1.463,wing,2000-3000
2024-2026,2025.0,1628975,Jevon Carter,4527.0,4527.0,0.198,-1.196,-0.0,-1.196,0.175,0.087,0.263,0.259,-0.742,-0.483,0.259,-0.742,-0.483,-0.937,-0.742,-1.679,-0.846,-0.737,-1.582,-1.402,-1.402,-1.143,-1.886,-0.0,-0.742,-1.025,-0.737,-1.761,-0.937,-0.742,-1.143,-0.742,jevon carter,Jevon Carter,Orlando Magic,-1.2,-0.6,-1.8,-0.605,-0.576,-0.03,342.0,332.0,-10.0,-0.298,-0.393,0.095,269.0,296.5,27.5,-0.728,-0.58,-0.149,356.0,338.5,-17.5,-1.328,2191.0,0.476,0.476,2.613,3.631,3.122,guard,2000-3000
2024-2026,2025.0,1630625,Dalano Banton,4560.0,4573.0,0.199,-1.034,-0.0,-1.034,0.004,-0.0,0.004,-0.248,-0.876,-1.123,-0.248,-0.876,-1.123,-1.282,-0.876,-2.157,-1.141,-0.861,-2.001,-1.395,-1.395,-1.643,-2.518,-0.0,-0.876,-1.441,-0.861,-2.301,-1.282,-0.876,-1.643,-0.876,dalano banton,Dalano Banton,Boston Celtics,-2.9,-0.2,-3.0,-0.78,-1.068,0.289,372.0,413.5,41.5,-0.463,-1.262,0.8,310.0,443.0,133.0,-0.827,-0.214,-0.613,370.0,264.0,-106.0,0.066,2230.0,1.178,0.952,3.955,4.811,2.115,wing,2000-3000
2024-2026,2025.0,1641726,Dereck Lively II,4617.0,4619.0,0.201,-0.022,-0.0,-0.022,0.557,-0.113,0.444,0.505,1.563,2.068,0.505,1.563,2.068,0.483,1.563,2.046,0.465,1.751,2.216,0.914,0.914,1.42,2.983,-0.0,1.563,1.404,1.751,3.155,0.483,1.563,1.42,1.563,dereck lively,Dereck Lively II,Dallas Mavericks,-0.1,1.3,1.2,0.975,0.656,0.319,74.0,115.5,41.5,0.431,0.169,0.262,123.0,171.5,48.5,1.246,1.16,0.086,47.0,60.0,13.0,7.197,2239.0,4.068,2.315,6.946,2.54,0.0,big,2000-3000
2024-2026,2025.0,1642281,Jaylon Tyson,4623.0,4626.0,0.201,-0.265,-0.0,-0.265,0.194,0.208,0.402,-0.144,0.226,0.082,-0.144,0.226,0.082,-0.408,0.226,-0.182,-0.376,0.238,-0.139,0.521,0.521,0.377,0.603,-0.0,0.226,0.362,0.238,0.6,-0.408,0.226,0.377,0.226,jaylon tyson,Jaylon Tyson,Cleveland Cavaliers,1.0,0.2,1.3,-0.005,0.697,-0.702,213.0,111.0,-102.0,-0.037,0.732,-0.769,219.0,92.5,-126.5,0.045,0.153,-0.108,216.0,191.5,-24.5,1.824,2230.0,2.502,0.5,4.504,3.083,2.47,wing,2000-3000
2024-2026,2025.0,1631207,Dalen Terry,4676.0,4683.0,0.203,-2.655,-0.0,-2.655,0.373,-0.05,0.323,-0.174,0.899,0.725,-0.174,0.899,0.725,-2.829,0.899,-1.93,-2.337,0.974,-1.363,-2.922,-2.922,-3.096,-2.197,-0.0,0.899,-2.529,0.974,-1.555,-2.829,0.899,-3.096,0.899,dalen terry,Dalen Terry,Philadelphia 76ers,-2.3,0.7,-1.6,-0.514,-0.494,-0.021,324.0,309.5,-14.5,-1.128,-0.956,-0.172,431.0,411.5,-19.5,0.629,0.61,0.018,114.0,125.0,11.0,0.924,2213.0,1.513,0.781,3.742,3.969,1.269,wing,2000-3000
2024-2026,2025.0,1629001,De'Anthony Melton,4701.0,4700.0,0.204,-0.04,-0.0,-0.04,-0.206,0.255,0.05,0.45,0.335,0.785,0.45,0.335,0.785,0.409,0.335,0.744,0.393,0.354,0.748,-0.434,-0.434,0.015,0.35,-0.0,0.335,0.016,0.354,0.37,0.409,0.335,0.015,0.335,deanthony melton,De'Anthony Melton,Golden State Warriors,-0.1,0.7,0.6,0.364,0.41,-0.045,152.0,145.5,-6.5,0.391,0.169,0.222,135.0,171.5,36.5,0.137,0.61,-0.473,201.0,125.0,-76.0,-0.127,2270.0,1.158,0.603,3.901,4.06,2.569,guard,2000-3000
2024-2026,2025.0,1629680,Matisse Thybulle,4702.0,4719.0,0.204,-1.074,-0.0,-1.074,-0.824,-0.537,-1.36,-0.336,1.401,1.065,-0.336,1.401,1.065,-1.411,1.401,-0.01,-1.249,1.553,0.304,-0.562,-0.562,-0.898,0.503,-0.0,1.401,-0.813,1.553,0.74,-1.411,1.401,-0.898,1.401,matisse thybulle,Matisse Thybulle,Portland Trail Blazers,-2.8,2.2,-0.6,0.18,-0.083,0.263,176.0,230.5,54.5,-0.523,-1.211,0.689,323.0,438.5,115.5,1.088,1.984,-0.895,58.0,16.5,-41.5,0.996,2280.0,0.963,1.168,2.937,2.289,2.179,wing,2000-3000
2024-2026,2025.0,1641854,Craig Porter Jr.,4723.0,4722.0,0.205,-1.047,-0.0,-1.047,-0.14,0.134,-0.006,0.241,0.087,0.328,0.241,0.087,0.328,-0.806,0.087,-0.719,-0.732,0.091,-0.641,-0.52,-0.52,-0.279,-0.192,-0.0,0.087,-0.26,0.091,-0.168,-0.806,0.087,-0.279,0.087,craig porter,Craig Porter Jr.,Cleveland Cavaliers,-0.8,-0.1,-0.9,-0.213,-0.206,-0.007,255.0,254.0,-1.0,-0.235,-0.189,-0.047,256.0,249.5,-6.5,-0.072,-0.122,0.051,243.0,243.0,0.0,0.793,2312.0,1.946,1.059,4.22,6.135,1.028,wing,2000-3000
2024-2026,2025.0,1629020,Jarred Vanderbilt,4734.0,4730.0,0.205,-2.303,-0.0,-2.303,0.844,-0.477,0.366,0.919,-0.447,0.473,0.919,-0.447,0.473,-1.383,-0.447,-1.83,-1.226,-0.451,-1.676,-2.693,-2.693,-1.773,-2.22,-0.0,-0.447,-1.545,-0.451,-1.996,-1.383,-0.447,-1.773,-0.447,jarred vanderbilt,Jarred Vanderbilt,Los Angeles Lakers,-1.4,0.2,-1.2,-0.644,-0.329,-0.315,350.0,280.0,-70.0,-0.51,-0.495,-0.014,318.0,318.5,0.5,-0.502,0.153,-0.654,318.0,191.5,-126.5,3.944,2291.0,2.97,0.534,6.647,2.53,0.723,big,2000-3000
2024-2026,2025.0,1630611,Gui Santos,4787.0,4781.0,0.207,-0.038,-0.0,-0.038,0.251,0.034,0.285,0.307,0.573,0.881,0.307,0.573,0.881,0.269,0.573,0.843,0.258,0.612,0.87,-0.002,-0.002,0.305,0.878,-0.0,0.573,0.292,0.612,0.904,0.269,0.573,0.305,0.573,gui santos,Gui Santos,Golden State Warriors,1.0,0.6,1.6,0.415,0.82,-0.405,143.0,94.0,-49.0,0.315,0.732,-0.416,143.0,92.5,-50.5,0.342,0.519,-0.177,161.0,142.0,-19.0,1.828,2356.0,2.506,0.52,4.935,3.866,1.864,wing,2000-3000
2024-2026,2025.0,203939,Dwight Powell,4802.0,4796.0,0.207,-1.807,-0.0,-1.807,0.181,0.433,0.614,0.36,0.923,1.282,0.36,0.923,1.282,-1.448,0.923,-0.525,-1.28,1.001,-0.279,-1.716,-1.716,-1.356,-0.434,-0.0,0.923,-1.203,1.001,-0.202,-1.448,0.923,-1.356,0.923,dwight powell,Dwight Powell,Dallas Mavericks,-1.5,0.1,-1.3,-0.063,-0.37,0.307,224.0,286.5,62.5,-0.54,-0.547,0.007,330.0,329.0,-1.0,0.65,0.061,0.589,110.0,210.0,100.0,4.727,2294.0,3.766,0.973,5.477,3.248,0.078,big,2000-3000
2024-2026,2025.0,1631103,Malaki Branham,4834.0,4861.0,0.208,-2.08,-0.0,-2.08,-0.562,-0.072,-0.635,-0.859,-1.291,-2.15,-0.859,-1.291,-2.15,-2.939,-1.291,-4.229,-2.416,-1.236,-3.651,-2.231,-2.231,-3.09,-4.381,-0.0,-1.291,-2.525,-1.236,-3.76,-2.939,-1.291,-3.09,-1.291,malaki branham,Malaki Branham,Charlotte Hornets,-3.0,-0.7,-3.7,-1.466,-1.356,-0.111,459.0,447.5,-11.5,-1.172,-1.313,0.142,435.0,448.0,13.0,-1.125,-0.671,-0.453,420.0,358.0,-62.0,-0.723,2295.0,0.737,0.204,3.075,3.404,2.212,guard,2000-3000
